Timestamp,TA46-0154 Building Electric Meter -2 Real Power Phase C,TA46-0154 Building Electric Meter -2 Voltage Phase A-N,TA46-0154 Building Electric Meter -1 cumulative energy register 1,TA46-0154 Building Electric Meter -2 Reactive Power Phase C,"TA46-0154 Building Electric Meter -2 Total Real Power ",TA46-0154 Building Electric Meter -2 Voltage Phase B-N,TA46-0154 Building Electric Meter -1 Real Power Phase A,TA46-0154 Building Electric Meter -1 Cumulative Energy,TA46-0154 Building Electric Meter -1 cached Consumption,TA46-0154 Building Electric Meter -2 energy imported,TA46-0154 Building Electric Meter -1 Real Power Phase B,TA46-0154 Building Electric Meter -1 energy imported,TA46-0154 Building Electric Meter -1 Reactive Power Phase B,TA46-0154 Virtual Meters Total HVAC Power,TA46-0154 Building Electric Meter -2 cached Consumption,TA46-0154 Building Electric Meter -2 Real Power Phase A,TA46-0154 Building Electric Meter -1 Voltage Phase B-N,TA46-0154 Building Electric Meter -1 Voltage Phase C-N,TA46-0154 Building Electric Meter -2 Real Power Phase B,TA46-0154 Building Electric Meter -2 Voltage Phase C-N,TA46-0154 Building Electric Meter -1 Voltage Phase A-N,TA46-0154 Building Electric Meter -1 Reactive Power Phase A,"TA46-0154 Building Electric Meter -1 Total Real Power ",TA46-0154 Building Electric Meter -2 cumulative elec energy,TA46-0154 Building Electric Meter -2 Reactive Power Phase A,TA46-0154 Building Electric Meter -1 Reactive Power Phase C,TA46-0154 Building Electric Meter -2 Consumption,TA46-0154 Building Electric Meter -1 Real Power Phase C,TA46-0154 Building Electric Meter -1 Consumption,TA46-0154 Building Electric Meter -2 Reactive Power Phase B
2021-06-16T01:25:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-16T01:30:00-06:00 Denver,"","","","","","","","","","","","","",59.63499156kW,"","","","","","","","","","","","","","","",""
2021-06-16T01:35:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-16T01:40:00-06:00 Denver,"","","","","","","","","","","","","",16.916670000000003kW,"","","","","","","","","","","","","","","",""
2021-06-16T01:45:00-06:00 Denver,"","","","","","","","","","","","","",50.75951446kW,"","","","","","","","","","","","","","","",""
2021-06-16T01:50:00-06:00 Denver,"","","","","","","","","","","","","",16.916670000000003kW,"","","","","","","","","","","","","","","",""
2021-06-16T01:55:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-16T02:00:00-06:00 Denver,"","","","","","","","","","","","","",46.6333415kW,"","","","","","","","","","","","","","",33kWh,""
2021-06-16T02:05:00-06:00 Denver,"","","","","","","","","","","","","",22.301110000000005kW,"","","","","","","","","","","","","","","",""
2021-06-16T02:10:00-06:00 Denver,"","","","","","","","","","","","","",10.910620000000002kW,"","","","","","","","","","","","","","","",""
2021-06-16T02:15:00-06:00 Denver,"","","","","","","","","","","","","",57.638512999999996kW,"","","","","","","","","","","","","","","",""
2021-06-16T02:20:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-16T02:25:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-16T02:30:00-06:00 Denver,"","","","","","","","","","","","","",60.027995559999994kW,"","","","","","","","","","","","","","","",""
2021-06-16T02:35:00-06:00 Denver,"","","","","","","","","","","","","",11.53223kW,"","","","","","","","","","","","","","","",""
2021-06-16T02:40:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-16T02:45:00-06:00 Denver,"","","","","","","","","","","","","",55.06202398kW,"","","","","","","","","","","","","","","",""
2021-06-16T02:50:00-06:00 Denver,"","","","","","","","","","","","","",11.53223kW,"","","","","","","","","","","","","","","",""
2021-06-16T02:55:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-16T03:00:00-06:00 Denver,"","","","","","","","","","","","","",60.02992662kW,"","","","","","","","","","","","","","",32kWh,""
2021-06-16T03:05:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-16T03:10:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-16T03:15:00-06:00 Denver,"","","","","","","","","","","","","",53.163821119999994kW,"","","","","","","","","","","","","","","",""
2021-06-16T03:20:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-16T03:25:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-16T03:30:00-06:00 Denver,"","","","","","","","","","","","","",53.53773773999999kW,"","","","","","","","","","","","","","","",""
2021-06-16T03:35:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-16T03:40:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-16T03:45:00-06:00 Denver,"","","","","","","","","","","","","",48.556710239999994kW,"","","","","","","","","","","","","","","",""
2021-06-16T03:50:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-16T03:55:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-16T04:00:00-06:00 Denver,"","","","","","","","","","","","","",56.51741566kW,"","","","","","","","","","","","","","",30kWh,""
2021-06-16T04:05:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-16T04:10:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-16T04:15:00-06:00 Denver,"","","","","","","","","","","","","",67.94619718kW,"","","","","","","","","","","","","","","",""
2021-06-16T04:20:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-16T04:25:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-16T04:30:00-06:00 Denver,"","","","","","","","","","","","","",64.31785169999999kW,"","","","","","","","","","","","","","","",""
2021-06-16T04:35:00-06:00 Denver,"","","","","","","","","","","","","",17.53828kW,"","","","","","","","","","","","","","","",""
2021-06-16T04:40:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-16T04:45:00-06:00 Denver,"","","","","","","","","","","","","",69.07202112kW,"","","","","","","","","","","","","","","",""
2021-06-16T04:50:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-16T04:55:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-16T05:00:00-06:00 Denver,"","","","","","","","","","","","","",65.55241111999999kW,"","","","","","","","","","","","","","",31kWh,""
2021-06-16T05:05:00-06:00 Denver,"","","","","","","","","","","","","",20.436280000000004kW,"","","","","","","","","","","","","","","",""
2021-06-16T05:10:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-16T05:15:00-06:00 Denver,"","","","","","","","","","","","","",63.68758111999999kW,"","","","","","","","","","","","","","","",""
2021-06-16T05:20:00-06:00 Denver,"","","","","","","","","","","","","",22.301110000000005kW,"","","","","","","","","","","","","","","",""
2021-06-16T05:25:00-06:00 Denver,"","","","","","","","","","","","","",11.53223kW,"","","","","","","","","","","","","","","",""
2021-06-16T05:30:00-06:00 Denver,"","","","","","","","","","","","","",49.64421112kW,"","","","","","","","","","","","","","","",""
2021-06-16T05:35:00-06:00 Denver,"","","","","","","","","","","","","",20.436280000000004kW,"","","","","","","","","","","","","","","",""
2021-06-16T05:40:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-16T05:45:00-06:00 Denver,"","","","","","","","","","","","","",53.53773773999999kW,"","","","","","","","","","","","","","","",""
2021-06-16T05:50:00-06:00 Denver,"","","","","","","","","","","","","",16.295060000000003kW,"","","","","","","","","","","","","","","",""
2021-06-16T05:55:00-06:00 Denver,"","","","","","","","","","","","","",12.15384kW,"","","","","","","","","","","","","","","",""
2021-06-16T06:00:00-06:00 Denver,"","","","","","","","","","","","","",53.15887092kW,"","","","","","","","","","","","","","",34kWh,""
2021-06-16T06:05:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-16T06:10:00-06:00 Denver,"","","","","","","","","","","","","",11.53223kW,"","","","","","","","","","","","","","","",""
2021-06-16T06:15:00-06:00 Denver,"","","","","","","","","","","","","",64.48586254kW,"","","","","","","","","","","","","","","",""
2021-06-16T06:20:00-06:00 Denver,"","","","","","","","","","","","","",16.916670000000003kW,"","","","","","","","","","","","","","","",""
2021-06-16T06:25:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-16T06:30:00-06:00 Denver,"","","","","","","","","","","","","",45.02784654kW,"","","","","","","","","","","","","","","",""
2021-06-16T06:35:00-06:00 Denver,"","","","","","","","","","","","","",16.916670000000003kW,"","","","","","","","","","","","","","","",""
2021-06-16T06:40:00-06:00 Denver,"","","","","","","","","","","","","",16.916670000000003kW,"","","","","","","","","","","","","","","",""
2021-06-16T06:45:00-06:00 Denver,"","","","","","","","","","","","","",58.47981254kW,"","","","","","","","","","","","","","","",""
2021-06-16T06:50:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-16T06:55:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-16T07:00:00-06:00 Denver,"","","","","","","","","","","","","",44.23058998kW,"","","","","","","","","","","","","","",43kWh,""
2021-06-16T07:05:00-06:00 Denver,"","","","","","","","","","","","","",16.916670000000003kW,"","","","","","","","","","","","","","","",""
2021-06-16T07:10:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-16T07:15:00-06:00 Denver,"","","","","","","","","","","","","",50.364089580000005kW,"","","","","","","","","","","","","","","",""
2021-06-16T07:20:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-16T07:25:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-16T07:30:00-06:00 Denver,"","","","","","","","","","","","","",54.63322624kW,"","","","","","","","","","","","","","","",""
2021-06-16T07:35:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-16T07:40:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-16T07:45:00-06:00 Denver,"","","","","","","","","","","","","",48.89301894kW,"","","","","","","","","","","","","","","",""
2021-06-16T07:50:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-16T07:55:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-16T08:00:00-06:00 Denver,"","","","","","","","","","","","","",73.91848078kW,"","","","","","","","","","","","","","",52kWh,""
2021-06-16T08:05:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-16T08:10:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-16T08:15:00-06:00 Denver,"","","","","","","","","","","","","",50.38588988kW,"","","","","","","","","","","","","","","",""
2021-06-16T08:20:00-06:00 Denver,"","","","","","","","","","","","","",16.916670000000003kW,"","","","","","","","","","","","","","","",""
2021-06-16T08:25:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-16T08:30:00-06:00 Denver,"","","","","","","","","","","","","",52.78887764kW,"","","","","","","","","","","","","","","",""
2021-06-16T08:35:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-16T08:40:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-16T08:45:00-06:00 Denver,"","","","","","","","","","","","","",46.6333415kW,"","","","","","","","","","","","","","","",""
2021-06-16T08:50:00-06:00 Denver,"","","","","","","","","","","","","",22.301110000000005kW,"","","","","","","","","","","","","","","",""
2021-06-16T08:55:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-16T09:00:00-06:00 Denver,"","","","","","","","","","","","","",47.396216620000004kW,"","","","","","","","","","","","","","",53kWh,""
2021-06-16T09:05:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-16T09:10:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-16T09:15:00-06:00 Denver,"","","","","","","","","","","","","",68.43586733999999kW,"","","","","","","","","","","","","","","",""
2021-06-16T09:20:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-16T09:25:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-16T09:30:00-06:00 Denver,"","","","","","","","","","","","","",72.74290776kW,"","","","","","","","","","","","","","","",""
2021-06-16T09:35:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-16T09:40:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-16T09:45:00-06:00 Denver,"","","","","","","","","","","","","",69.44986201333063kW,"","","","","","","","","","","","","","","",""
2021-06-16T09:50:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-16T09:55:00-06:00 Denver,"","","","","","","","","","","","","",10.601261219991892kW,"","","","","","","","","","","","","","","",""
2021-06-16T10:00:00-06:00 Denver,"","","","","","","","","","","","","",66.22571398kW,"","","","","","","","","","","","","","",68kWh,""
2021-06-16T10:05:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-06-16T10:10:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-06-16T10:15:00-06:00 Denver,"","","","","","","","","","","","","",62.33133597999999kW,"","","","","","","","","","","","","","","",""
2021-06-16T10:20:00-06:00 Denver,"","","","","","","","","","","","","",16.916670000000003kW,"","","","","","","","","","","","","","","",""
2021-06-16T10:25:00-06:00 Denver,"","","","","","","","","","","","","",11.53223kW,"","","","","","","","","","","","","","","",""
2021-06-16T10:30:00-06:00 Denver,"","","","","","","","","","","","","",86.49687467233083kW,"","","","","","","","","","","","","","","",""
2021-06-16T10:35:00-06:00 Denver,"","","","","","","","","","","","","",15.764644175000003kW,"","","","","","","","","","","","","","","",""
2021-06-16T10:40:00-06:00 Denver,"","","","","","","","","","","","","",10.269583957064507kW,"","","","","","","","","","","","","","","",""
2021-06-16T10:45:00-06:00 Denver,"","","","","","","","","","","","","",66.0032725358876kW,"","","","","","","","","","","","","","","",""
2021-06-16T10:50:00-06:00 Denver,"","","","","","","","","","","","","",22.301110000000005kW,"","","","","","","","","","","","","","","",""
2021-06-16T10:55:00-06:00 Denver,"","","","","","","","","","","","","",15.402915887662811kW,"","","","","","","","","","","","","","","",""
2021-06-16T11:00:00-06:00 Denver,"","","","","","","","","","","","","",64.79672998kW,"","","","","","","","","","","","","","",64kWh,""
2021-06-16T11:05:00-06:00 Denver,"","","","","","","","","","","","","",10.910620000000002kW,"","","","","","","","","","","","","","","",""
2021-06-16T11:10:00-06:00 Denver,"","","","","","","","","","","","","",13.39706kW,"","","","","","","","","","","","","","","",""
2021-06-16T11:15:00-06:00 Denver,"","","","","","","","","","","","","",59.852009159999994kW,"","","","","","","","","","","","","","","",""
